fiberid,radeg,decdeg,source_id,bdbs_id,n6569_oid,BDBS_match,photometry_ok,gaia_ok,phot_g_mean_mag,umag,gmag,rmag,imag,zmag,ymag,u0,g0,r0,i0,z0,y0,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,RVraw,RV_adopted,e_RV_adopted,SNR_CaT,rv_quality,rv_member_window_NGC6569,CaT1,CaT2,CaT3,SumEW23,FeHDP_avg_W2W3,FeHDP_stddev_W2W3,FeHDP_W2,FeHDP_W3,FeHDP_W3_minus_W2,FeHDP_flag,FeHDP_quality,Teff_avg_SP,Teff_std_SP,logg_avg_SP,logg_stddex_SP,MH_avg_SP,MH_stddex_SP,FeH_avg_SP,FeH_stddex_SP,aFe_avg_SP,aFe_stddex_SP,SP_FeH_N,SP_aFe_N,SP_quality,SED_status,SED_ok,SED_n_bands_used,SED_red_chi2,SED_auto_rejected_bands,SED_phot_mismatch_bool,SED_best_Teff,SED_best_logg,SED_best_FeH,SED_best_aFe,dTeff_SED_minus_SP,dlogg_SED_minus_SP,dFeH_SED_minus_SP,daFe_SED_minus_SP,SED_agreement,Teff_adopted,e_Teff_adopted,logg_adopted,e_logg_adopted,FeH_adopted,e_FeH_adopted,FeH_source,aFe_adopted,e_aFe_adopted,aFe_source,chem_window_adopted,high_alpha_window,table_use_flag
271,,,,,,no match,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,11.803,-1.551,6.063,12,weak,FALSE,0.283,1.604,1.91,3.514,,,,,,no imag,none,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,,,none,,,none,FALSE,FALSE,caution
272,273.286,-31.592,4048949988742778496,152293172,682439,matched,TRUE,TRUE,17.116,20.551,18.263,17.198,16.749,16.41,16.207,19.023,17.044,16.303,16.087,15.9,15.801,-4.43,0.1,-7.908,0.072,0.011,0.083,-57.626,-70.98,4.236,13.4,weak,FALSE,1.148,2.419,2.213,4.632,-0.817,0.029,-0.796737,-0.837281,-0.040544,ok,good,5020,251.1,2.59,0.62,-0.614,0.223,-0.619,0.33,0.008,0.546,2,2,weak,modeled,TRUE,5,0.711,u,FALSE,4750,1.5,-1,0.4,-270,-1.09,-0.381,0.392,check,5020,251.1,2.59,0.62,-0.783,0.137,SP_Ace+CaT_DP_consensus,0.008,0.546,SP_Ace,FALSE,FALSE,caution
273,273.143,-31.564,4048952290839738368,151740025,611376,matched,TRUE,TRUE,15.342,19.788,16.772,15.488,14.881,14.451,14.21,17.954,15.308,14.414,14.086,13.839,13.723,-3.328,0.043,-7.769,0.032,0.068,0.035,-4.389,-17.743,3.248,19.4,usable,FALSE,1.441,2.963,2.286,5.249,-0.96,0.046,-0.992637,-0.927115,0.065522,ok,good,4455.5,97.1,2.979,0.606,-0.929,0.135,-1.228,0.113,0.419,0.236,2,2,usable,modeled,TRUE,5,0.271,u,FALSE,4250,2.5,-1.5,0.4,-205.5,-0.479,-0.272,-0.019,consistent,4455.5,100,2.979,0.606,-1.123,0.094,SP_Ace+CaT_DP_consensus,0.419,0.236,SP_Ace,FALSE,FALSE,secondary
274,273.273,-31.656,4048902366144992128,152244836,676048,matched,TRUE,TRUE,15.472,19.831,16.894,15.614,15.003,14.55,14.329,17.976,15.413,14.527,14.199,13.931,13.836,-4.016,0.044,-6.6,0.032,0.09,0.037,100.981,87.627,3.293,20.4,good,FALSE,1.413,2.817,2.31,5.127,-0.982,0.039,-1.009419,-0.954033,0.055386,ok,good,4302,156.5,2.666,0.354,-0.96,0.095,-1.23,0.069,0.372,0.211,2,2,good,modeled,TRUE,5,0.289,u,FALSE,4250,3,-1.5,0.4,-52,0.334,-0.27,0.028,consistent,4302,156.5,2.666,0.354,-1.133,0.094,SP_Ace+CaT_DP_consensus,0.372,0.211,SP_Ace,FALSE,FALSE,primary
275,273.203,-31.415,4048961464890278016,151972533,640915,matched,TRUE,TRUE,15.838,19.907,17.012,15.909,15.455,15.116,14.923,18.381,15.793,15.015,14.793,14.607,14.518,-4.665,0.046,-6.801,0.033,0.083,0.044,-21.85,-35.203,3.862,15.9,usable,TRUE,1.479,3.003,2.404,5.408,-0.767,0.056,-0.806612,-0.727334,0.079278,ok,good,4639,116.4,2.719,0.448,-0.435,0.129,-0.5,0.097,0.103,0.34,2,2,usable,modeled,TRUE,6,0.509,,FALSE,4500,2.5,-0.75,0.3,-139,-0.219,-0.25,0.197,consistent,4639,116.4,2.719,0.448,-0.604,0.094,SP_Ace+CaT_DP_consensus,0.103,0.34,SP_Ace,TRUE,FALSE,secondary
276,273.231,-31.437,4048960640256771200,152079078,654613,matched,TRUE,TRUE,16.464,18.917,17.416,16.55,16.4,16.226,16.278,17.469,16.26,15.702,15.772,15.743,15.893,-2.296,0.063,-8.433,0.043,0.017,0.057,-57.373,-70.727,4.529,12.2,weak,FALSE,0.645,2.024,1.532,3.557,-1.376,0.157,-1.264578,-1.487208,-0.22263,CHECK W2 vs W3,usable,5670.5,400.8,5.057,1.066,-0.855,0.244,-0.8,0.48,-0.082,0.311,2,2,weak,modeled,TRUE,6,2.088,,FALSE,5750,4,-0.25,0.1,79.5,-1.057,0.55,0.182,check,5670.5,400.8,5.057,1.066,-0.8,0.48,SP_Ace_primary_CaT_DP_disagrees,-0.082,0.311,SP_Ace,FALSE,FALSE,caution
277,273.258,-31.402,4048960880774771584,152184545,667999,matched,TRUE,TRUE,14.054,20.203,16.657,14.919,13.137,12.391,11.954,18.684,15.444,14.029,12.478,11.884,11.55,-3.321,0.029,-6.439,0.021,-0.004,0.028,-35.161,-48.515,4.158,9.7,weak,TRUE,1.23,1.971,2.015,3.986,-1.847,0.008,-1.841266,-1.852126,-0.01086,ok,good,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,-1.847,0.15,CaT_DP_only,,,none,FALSE,FALSE,caution
278,273.216,-31.356,4048961980288234496,152022889,647457,matched,TRUE,TRUE,16.482,99.999,17.227,16.683,16.398,16.295,16.197,98.567,16.084,15.844,15.777,15.817,15.817,-2.724,0.07,-5.721,0.056,-0.143,0.069,-39.768,-53.122,4.429,11.6,weak,TRUE,0.279,1.101,1.93,2.945,-1.632,0.251,-1.454932,-1.810054,-0.355122,CHECK W2 vs W3,none,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,,,none,,,none,FALSE,FALSE,caution
279,,,,,,no match,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,23.668,10.314,4.027,16.4,usable,FALSE,0.773,1.541,1.26,2.801,,,,,,no imag,none,6585,0,0.1,0,-1.73,0,-1.73,0,0,,2,1,weak,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,6585,100,0.1,0.2,-1.73,0.12,SP_Ace_only,0,0.15,SP_Ace,FALSE,FALSE,caution
280,273.252,-31.369,4048962014654791552,152163176,665208,matched,TRUE,TRUE,15.807,20.183,16.974,15.889,15.377,15.089,14.919,18.644,15.745,14.988,14.71,14.576,14.51,-3.352,0.044,-6.135,0.031,0.048,0.041,18.014,4.661,5.516,8.9,weak,FALSE,2.032,3.384,2.401,5.785,-0.548,0.198,-0.687282,-0.407818,0.279464,CHECK W2 vs W3,usable,4669,354,2.89,0.85,-0.28,0.35,-0.11,0.23,-0.29,0.394,1,1,weak,modeled,TRUE,6,0.354,,FALSE,4750,3,0,0,81,0.11,0.11,0.29,consistent,4669,354,2.89,0.85,-0.11,0.23,SP_Ace_primary_CaT_DP_disagrees,-0.29,0.394,SP_Ace,FALSE,FALSE,caution
281,273.312,-31.518,4048956315350909952,152395940,696135,matched,TRUE,TRUE,17.226,20.411,18.168,17.276,16.868,16.628,16.423,18.938,16.992,16.413,16.229,16.137,16.032,-3.171,0.108,-7.32,0.08,0.049,0.088,30.024,16.67,4.675,13.6,weak,FALSE,2.195,2.523,1.948,4.471,-0.659,0.239,-0.82831,-0.48984,0.33847,CHECK W2 vs W3,usable,4750.5,267.1,3.1,0.014,-1.003,0.793,-0.995,0.366,-0.015,0.825,2,2,weak,modeled,TRUE,6,0.338,,FALSE,5000,2.5,-1,0.4,249.5,-0.6,-0.005,0.415,consistent,4750.5,267.1,3.1,0.2,-0.76,0.2,SP_Ace+CaT_DP_consensus,-0.015,0.825,SP_Ace,FALSE,FALSE,caution
282,273.274,-31.534,4048951156968423680,152249350,676622,matched,TRUE,TRUE,16.915,19.782,17.877,16.954,16.527,16.276,16.08,18.216,16.627,16.037,15.848,15.754,15.664,-4.155,0.086,-7.151,0.063,0.181,0.076,157.709,144.355,4.073,15.3,usable,FALSE,0.726,1.815,2,3.814,-1.239,0.137,-1.142316,-1.335624,-0.193308,ok,usable,5641,417.5,3.455,1.243,-0.78,0.29,-0.74,0,-0.067,0.335,2,2,usable,modeled,TRUE,5,0.338,u,FALSE,5000,2.5,-0.75,0.3,-641,-0.955,-0.01,0.367,check,5641,417.5,3.455,1.243,-0.74,0.12,SP_Ace_primary_CaT_DP_disagrees,-0.067,0.335,SP_Ace,FALSE,FALSE,secondary
284,273.368,-31.6,4048902881541141248,152608856,724286,matched,TRUE,TRUE,13.86,20.023,17.508,15.611,13.209,11.906,11.346,18.503,16.294,14.72,12.55,11.399,10.942,-3.708,0.067,-6.599,0.052,0.026,0.058,-12.336,-25.69,4.461,3.8,weak,TRUE,0.725,1.261,1.521,2.782,-2.358,0.137,-2.260954,-2.454624,-0.19367,ok,usable,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,-2.358,0.15,CaT_DP_only,,,none,FALSE,FALSE,caution
285,273.371,-31.649,4048901855056311040,152620265,725730,matched,TRUE,TRUE,16.424,20.36,17.604,16.508,16.024,15.687,15.487,18.791,16.351,15.589,15.344,15.164,15.07,-4.564,0.065,-7.795,0.048,0.104,0.058,-16.871,-30.225,4.927,14.2,weak,TRUE,1.208,2.831,2.435,5.266,-0.739,0.013,-0.729948,-0.748772,-0.018824,ok,good,4576.5,143.6,2.731,0.509,-0.56,0.153,-0.86,0.118,0.402,0.338,2,2,weak,modeled,TRUE,6,0.335,,FALSE,4500,2,-1,0.4,-76.5,-0.731,-0.14,-0.002,consistent,4576.5,143.6,2.731,0.509,-0.813,0.094,SP_Ace+CaT_DP_consensus,0.402,0.338,SP_Ace,TRUE,TRUE,caution
286,273.285,-31.397,4048961224372170368,152288865,681836,matched,TRUE,TRUE,15.517,19.972,16.714,15.593,15.075,14.776,14.573,18.549,15.578,14.759,14.458,14.301,14.195,-3.288,0.042,-6.795,0.029,0.179,0.038,-69.592,-82.946,4.07,11.5,weak,FALSE,1.074,4.025,2.951,6.976,-0.358,0.048,-0.323921,-0.391253,-0.067332,ok,good,4392,150.7,3.068,0.44,-0.065,0.145,-0.225,0.109,0.213,0.292,2,2,weak,modeled,TRUE,6,0.182,,FALSE,4500,2,-0.5,0.2,108,-1.068,-0.275,-0.013,check,4392,150.7,3.068,0.44,-0.277,0.094,SP_Ace+CaT_DP_consensus,0.213,0.292,SP_Ace,FALSE,FALSE,caution
287,273.365,-31.726,4048898071177572608,152600011,723139,matched,TRUE,TRUE,16.088,20.381,17.542,16.247,15.629,15.204,14.974,18.205,15.804,14.972,14.685,14.478,14.396,-3.175,0.058,-6.791,0.04,0.108,0.051,159.891,146.537,3.512,15,usable,FALSE,1.317,2.773,2.237,5.01,-0.901,0.015,-0.911274,-0.89064,0.020634,ok,good,5083,193.3,2.68,0.666,-0.422,0.135,-0.567,0.14,0.213,0.277,2,2,usable,modeled,TRUE,5,0.21,u,FALSE,4500,2,-1,0.4,-583,-0.68,-0.433,0.187,check,5083,193.3,2.68,0.666,-0.722,0.102,SP_Ace+CaT_DP_consensus,0.213,0.277,SP_Ace,TRUE,TRUE,secondary
288,,,,,,no match,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,35.996,22.642,4.471,10.7,weak,FALSE,0.652,1.349,1.465,2.813,,,,,,no imag,none,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,,,none,,,none,FALSE,FALSE,caution
289,273.354,-31.514,4048956177911844352,152557908,717566,matched,TRUE,TRUE,15.946,19.788,17.174,16.016,15.488,15.102,14.881,18.18,15.89,15.074,14.791,14.565,14.454,-4.207,0.112,-6.652,0.083,0.241,0.096,211.957,198.604,4.176,16.7,usable,FALSE,1.03,2.488,2.251,4.739,-1.083,0.059,-1.041022,-1.124282,-0.08326,ok,good,4970.5,181.7,3.306,0.503,-0.418,0.127,-0.549,0.168,0.202,0.31,2,2,usable,modeled,TRUE,5,0.718,u,FALSE,4500,3,-1,0.4,-470.5,-0.306,-0.451,0.198,check,4970.5,181.7,3.306,0.503,-0.549,0.168,SP_Ace_primary_CaT_DP_disagrees,0.202,0.31,SP_Ace,TRUE,TRUE,secondary
291,273.387,-31.64,4048901958232583168,152680457,733388,matched,TRUE,TRUE,17.436,20.596,18.291,17.275,16.873,16.582,16.375,19.048,17.055,16.368,16.202,16.066,15.964,-3.375,0.148,-6.943,0.111,-0.547,0.131,148.669,135.316,4.452,12.4,weak,FALSE,1.009,1.774,1.641,3.416,-1.255,0.064,-1.20946,-1.300322,-0.090862,ok,good,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,-1.255,0.15,CaT_DP_only,,,none,FALSE,FALSE,caution
292,273.363,-31.386,4048959643824239360,152589576,721782,matched,TRUE,TRUE,16.061,19.762,17.112,16.112,15.702,15.417,15.217,18.468,16.079,15.354,15.141,14.985,14.873,-4.118,0.06,-6.248,0.043,-0.014,0.054,-44.019,-57.372,3.515,19.1,usable,TRUE,1.476,3.143,2.488,5.631,-0.631,0.055,-0.670087,-0.591895,0.078192,ok,good,4719,179.4,3.122,0.614,-0.665,0.121,-0.823,0.124,0.242,0.27,2,2,usable,modeled,TRUE,5,0.514,u,FALSE,4750,2,-0.75,0.3,31,-1.122,0.073,0.058,check,4719,179.4,3.122,0.614,-0.745,0.096,SP_Ace+CaT_DP_consensus,0.242,0.27,SP_Ace,TRUE,TRUE,secondary
294,273.374,-31.426,4048957788398220672,152632186,727251,matched,TRUE,TRUE,16.129,20.064,17.275,16.199,15.721,15.423,15.236,18.578,16.089,15.329,15.077,14.927,14.841,-4.759,0.056,-7.765,0.04,0.062,0.048,34.424,21.07,3.817,16.4,usable,FALSE,1.544,2.993,2.491,5.484,-0.668,0.073,-0.719037,-0.616229,0.102808,ok,good,4756,149.9,2.47,0.434,-0.494,0.145,-0.486,0.135,-0.003,0.374,2,2,usable,modeled,TRUE,5,0.289,u,FALSE,4750,1.5,-0.75,0.3,-6,-0.97,-0.264,0.303,check,4756,149.9,2.47,0.434,-0.567,0.1,SP_Ace+CaT_DP_consensus,-0.003,0.374,SP_Ace,FALSE,FALSE,secondary
295,273.323,-31.671,4048901472792182016,152440010,701894,matched,TRUE,TRUE,17.207,20.493,18.175,17.21,16.827,16.563,16.378,18.696,16.741,16.158,16.048,15.964,15.901,-4.222,0.102,-7.984,0.074,0.354,0.087,-12.431,-25.785,3.223,10.2,weak,TRUE,0.945,2.663,2.286,4.949,-0.721,0.081,-0.664476,-0.778506,-0.11403,ok,good,5574.5,766.8,3.511,1.312,-0.581,0.47,-0.72,0.028,0.18,0.558,2,2,weak,modeled,TRUE,6,0.668,,FALSE,5000,3.5,-0.5,0.2,-574.5,-0.011,0.22,0.02,check,5574.5,766.8,3.511,1.312,-0.72,0.094,SP_Ace+CaT_DP_consensus,0.18,0.558,SP_Ace,TRUE,FALSE,caution
296,273.391,-31.384,4048959476447050368,152695797,735361,matched,TRUE,TRUE,16.135,19.58,17.126,16.186,15.787,15.491,15.296,18.417,16.198,15.505,15.283,15.103,14.987,-4.511,0.058,-8.63,0.042,0.015,0.054,114.907,101.553,3.263,18.2,usable,FALSE,1.471,2.88,2.259,5.139,-0.791,0.054,-0.829114,-0.752732,0.076382,ok,good,4925.5,136.7,3.212,0.493,-0.475,0.142,-0.655,0.12,0.265,0.293,2,2,usable,modeled,TRUE,6,0.7,,FALSE,4750,3,-1,0.4,-175.5,-0.212,-0.345,0.135,consistent,4925.5,136.7,3.212,0.493,-0.708,0.094,SP_Ace+CaT_DP_consensus,0.265,0.293,SP_Ace,TRUE,TRUE,secondary
297,,,,,,no match,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,-110.587,-123.941,5.13,16.4,usable,FALSE,0.515,1.963,1.669,3.632,,,,,,no imag,none,5796,0,5.03,0,-1.37,0,-1.37,0,0,,2,1,weak,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,5796,100,5.03,0.2,-1.37,0.12,SP_Ace_only,0,0.15,SP_Ace,FALSE,FALSE,caution
298,273.285,-31.545,4048950405409278976,152290162,682025,matched,TRUE,TRUE,16.904,20.122,17.98,16.993,16.494,16.179,15.999,18.516,16.698,16.053,15.798,15.643,15.573,-3.539,0.095,-6.972,0.069,0.151,0.078,109.333,95.979,3.947,13,weak,FALSE,1.003,2.429,1.77,4.199,-1.057,0.066,-1.010715,-1.103749,-0.093034,ok,good,5619,393.4,3.896,1.141,-0.434,0.344,-0.21,0.323,-0.437,0.656,2,2,weak,modeled,TRUE,5,2.051,u,FALSE,5000,3.5,0,0,-619,-0.396,0.21,0.437,check,5619,393.4,3.896,1.141,-0.21,0.323,SP_Ace_primary_CaT_DP_disagrees,-0.437,0.656,SP_Ace,FALSE,FALSE,caution
299,273.412,-31.6,4048907966785632256,152776925,745687,matched,TRUE,TRUE,16.996,19.529,17.904,17.063,16.647,16.408,16.256,17.462,16.254,15.852,15.751,15.718,15.707,-4.174,0.087,-7.691,0.065,-0.031,0.082,48.572,35.219,3.632,13.9,weak,FALSE,0.815,2.277,2.101,4.378,-0.992,0.114,-0.911578,-1.072668,-0.16109,ok,good,6007.5,365.5,1.756,1.315,-0.608,0.247,-0.678,0.361,0.131,0.6,2,2,weak,modeled,TRUE,6,0.088,,FALSE,5500,3,-1,0.4,-507.5,1.244,-0.322,0.269,check,6007.5,365.5,1.756,1.315,-0.946,0.139,SP_Ace+CaT_DP_consensus,0.131,0.6,SP_Ace,TRUE,FALSE,caution
301,273.431,-31.5,4048909684768698240,152849232,754170,matched,TRUE,TRUE,17.157,20.497,18.241,17.204,16.696,16.384,16.184,18.749,16.846,16.18,15.938,15.801,15.72,-4.654,0.108,-8.051,0.08,0.199,0.089,-2.299,-15.652,3.729,13.3,weak,FALSE,0.896,2.372,2.19,4.562,-0.9,0.093,-0.833972,-0.96574,-0.131768,ok,good,5557,343.1,3.162,0.883,-0.545,0.191,-0.561,0.34,0.046,0.552,2,2,weak,modeled,TRUE,5,1.409,u,FALSE,5000,2,-0.25,0.1,-557,-1.162,0.311,0.054,check,5557,343.1,3.162,0.883,-0.845,0.137,SP_Ace+CaT_DP_consensus,0.046,0.552,SP_Ace,FALSE,FALSE,caution
302,273.394,-31.56,4048908894495395840,152709371,737105,matched,TRUE,TRUE,15.161,20.697,16.969,15.41,14.64,14.131,13.84,18.461,15.184,14.101,13.671,13.385,13.246,-3.427,0.038,-6.117,0.029,-0.011,0.034,36.788,23.434,4.268,11.7,weak,FALSE,1.861,3.967,2.95,6.917,-0.334,0.154,-0.442911,-0.225349,0.217562,CHECK W2 vs W3,usable,4147.5,89.9,2.345,0.438,-0.355,0.159,-0.34,0.099,-0.01,0.43,2,2,weak,modeled,TRUE,6,1.68,,FALSE,4000,2.5,-0.75,0.3,-147.5,0.155,-0.41,0.31,check,4147.5,100,2.345,0.438,-0.338,0.095,SP_Ace+CaT_DP_consensus,-0.01,0.43,SP_Ace,FALSE,FALSE,caution
303,,,,,,no match,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,75.66,62.306,4.358,18.1,usable,FALSE,1.124,1.944,2.448,4.392,,,,,,no imag,none,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,,,none,,,none,FALSE,FALSE,caution
304,273.51,-31.634,4048904913171783808,153141451,787992,matched,TRUE,TRUE,16.938,20.655,18.197,17.037,16.449,16.06,15.835,18.614,16.568,15.842,15.564,15.379,15.293,-3.758,0.109,-7.204,0.081,0.493,0.101,60.054,46.701,3.307,15.4,usable,FALSE,0.89,2.102,1.784,3.886,-1.201,0.095,-1.134121,-1.268061,-0.13394,ok,good,5260.5,256.1,2.982,0.783,-0.8,0.186,-0.864,0.358,0.1,0.527,2,2,usable,modeled,TRUE,5,0.835,g,FALSE,4750,2.5,-0.75,0.3,-510.5,-0.482,0.114,0.2,check,5260.5,256.1,2.982,0.783,-1.151,0.138,SP_Ace+CaT_DP_consensus,0.1,0.527,SP_Ace,FALSE,FALSE,secondary
305,273.445,-31.403,4048958990989143296,152900096,760218,matched,TRUE,TRUE,15.736,19.809,16.982,15.85,15.314,14.98,14.764,18.409,15.864,15.03,14.707,14.513,14.392,-3.703,0.051,-6.385,0.036,0.057,0.046,78.421,65.068,3.364,19.6,usable,FALSE,1.314,2.787,2.425,5.212,-0.899,0.014,-0.908848,-0.8893,0.019548,ok,good,4312,204.2,2.143,0.675,-0.825,0.143,-1.108,0.098,0.413,0.38,2,2,usable,modeled,TRUE,6,0.372,,FALSE,4500,1.5,-1.5,0.4,188,-0.643,-0.392,-0.013,check,4312,204.2,2.143,0.675,-1.027,0.094,SP_Ace+CaT_DP_consensus,0.413,0.38,SP_Ace,TRUE,TRUE,secondary
306,273.46,-31.477,4048911196637094144,152955160,766583,matched,TRUE,TRUE,16.302,20.281,17.471,16.386,15.888,15.574,15.368,18.5,16.05,15.343,15.116,14.98,14.895,-3.166,0.065,-7.804,0.053,0.24,0.07,57.099,43.746,4.495,19.2,usable,FALSE,1.223,2.274,2.244,4.518,-1.038,0.009,-1.031248,-1.044642,-0.013394,ok,good,4855.5,231.9,2.606,0.621,-0.588,0.153,-0.673,0.162,0.13,0.436,2,2,usable,modeled,TRUE,6,0.194,,FALSE,4750,1.5,-0.75,0.3,-105.5,-1.106,-0.077,0.17,check,4855.5,231.9,2.606,0.621,-0.673,0.162,SP_Ace_primary_CaT_DP_disagrees,0.13,0.436,SP_Ace,TRUE,FALSE,secondary
308,273.495,-31.631,4048904530835305984,153084840,781633,matched,TRUE,TRUE,15.833,19.631,17.145,15.953,15.357,14.972,14.739,17.454,15.407,14.678,14.413,14.246,14.161,-4.724,0.049,-7.519,0.037,0.075,0.047,-80.482,-93.836,3.816,19.5,usable,FALSE,1.396,2.614,2.103,4.717,-1.054,0.035,-1.078387,-1.029155,0.049232,ok,good,5038.5,193,2.231,0.846,-1.032,0.206,-1.034,0.268,-0.014,0.46,2,2,usable,modeled,TRUE,6,0.233,,FALSE,4750,1,-1.5,0.4,-288.5,-1.231,-0.466,0.414,check,5038.5,193,2.231,0.846,-1.049,0.131,SP_Ace+CaT_DP_consensus,-0.014,0.46,SP_Ace,FALSE,FALSE,secondary
309,273.48,-31.409,4048958750479417856,153027793,775199,matched,TRUE,TRUE,15.403,19.82,16.629,15.489,15.004,14.697,14.499,18.423,15.514,14.671,14.398,14.231,14.128,-4.321,0.047,-7.03,0.035,0.203,0.043,-10.74,-24.094,3.498,13.2,weak,FALSE,1.576,3.333,2.606,5.94,-0.658,0.081,-0.715251,-0.600859,0.114392,ok,good,4411,140.3,2.845,0.531,-0.13,0.133,-0.303,0.123,0.259,0.271,2,2,weak,modeled,TRUE,6,0.398,,FALSE,4500,2.5,-0.5,0.2,89,-0.345,-0.197,-0.059,consistent,4411,140.3,2.845,0.531,-0.303,0.123,SP_Ace_primary_CaT_DP_disagrees,0.259,0.271,SP_Ace,FALSE,FALSE,caution
310,273.474,-31.686,4048904290290280192,153006514,772738,matched,TRUE,TRUE,16.085,20.532,17.417,16.174,15.628,15.262,15.038,18.522,15.812,14.996,14.756,14.591,14.504,-5.084,0.056,-7.496,0.042,0.045,0.05,-20.896,-34.25,3.46,15.4,usable,TRUE,1.409,3.121,2.311,5.432,-0.732,0.038,-0.758734,-0.704796,0.053938,ok,good,4602,109.6,2.372,0.549,-0.485,0.136,-0.664,0.119,0.277,0.279,2,2,usable,modeled,TRUE,6,0.339,,FALSE,4500,2,-0.75,0.3,-102,-0.372,-0.086,0.023,consistent,4602,109.6,2.372,0.549,-0.69,0.094,SP_Ace+CaT_DP_consensus,0.277,0.279,SP_Ace,TRUE,TRUE,secondary
311,273.447,-31.77,4048896834226931840,152907307,761079,matched,TRUE,TRUE,16.602,99.999,17.564,16.848,16.518,16.275,16.107,98.124,16.067,15.75,15.705,15.649,15.609,2.19,0.062,-1.025,0.045,0.164,0.06,-300.919,-314.272,4.024,14.7,weak,FALSE,0.365,1.144,1.116,2.26,-1.869,0.229,-1.707246,-2.031236,-0.32399,CHECK W2 vs W3,usable,5324,436.5,2.88,0,-1.685,0.021,-1.66,0,-0.047,0.471,2,2,weak,modeled,FALSE,4,3.499,g,FALSE,5000,3,-1.5,0.4,-324,0.12,0.16,0.447,check,5324,436.5,2.88,0.2,-1.705,0.106,SP_Ace+CaT_DP_consensus,-0.047,0.471,SP_Ace,FALSE,FALSE,caution
312,273.419,-31.83,4048895120545675904,147829388,349587,matched,TRUE,TRUE,16.988,99.999,17.801,17.227,16.73,16.642,16.526,98.285,16.433,16.223,15.987,16.07,16.071,-4.572,0.216,-6.443,0.159,-0.589,0.308,-34.944,-48.298,3.244,26.4,good,TRUE,0.988,2.423,1.791,4.214,-1.002,0.07,-0.952317,-1.050781,-0.098464,ok,good,5094.5,208.9,2.234,0.638,-1.059,0.185,-1.12,0.277,0.1,0.893,2,2,weak,modeled,FALSE,5,7.896,,TRUE,5000,3,-0.75,0.3,-94.5,0.766,0.37,0.2,check,5094.5,208.9,2.234,0.638,-1.028,0.132,SP_Ace+CaT_DP_consensus,0.1,0.893,SP_Ace,TRUE,FALSE,RV_CaT_only
313,273.463,-31.537,4048908619617795328,152969502,768316,matched,TRUE,TRUE,16.727,20.669,17.935,16.79,16.272,15.914,15.704,18.82,16.459,15.707,15.47,15.297,15.213,-4.531,0.077,-7.384,0.058,0.211,0.077,-68.372,-81.726,4.415,16.7,usable,FALSE,1.339,2.802,2.304,5.106,-0.718,0.02,-0.732207,-0.703609,0.028598,ok,good,4831,194,1.881,0.687,-0.73,0.153,-0.855,0.172,0.192,0.314,2,2,usable,modeled,TRUE,6,0.398,,FALSE,4750,1,-1,0.4,-81,-0.881,-0.145,0.208,check,4831,194,1.881,0.687,-0.777,0.113,SP_Ace+CaT_DP_consensus,0.192,0.314,SP_Ace,TRUE,FALSE,secondary
314,,,,,,no match,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,154.445,141.092,3.209,16.9,usable,FALSE,0.639,1.454,1.497,2.951,,,,,,no imag,none,,,,,,,,,,,0,0,none,failed,FALSE,,,,FALSE,,,,,,,,,no_SED,,,,,,,none,,,none,FALSE,FALSE,caution
315,273.545,-31.406,4048935145339170048,153271684,803044,matched,TRUE,TRUE,16.467,19.97,17.495,16.552,16.078,15.825,15.638,18.598,16.4,15.749,15.483,15.367,15.274,-4.419,0.074,-6.885,0.063,0.109,0.091,150.9,137.546,3.216,16.6,usable,FALSE,1.166,2.355,2.369,4.724,-0.931,0.024,-0.914032,-0.94806,-0.034028,ok,good,5300,188.8,3.949,0.56,-0.2,0.158,-0.199,0.23,0.001,0.591,2,2,usable,modeled,TRUE,6,0.388,,FALSE,4750,3,-0.5,0.2,-550,-0.949,-0.301,0.199,check,5300,188.8,3.949,0.56,-0.199,0.23,SP_Ace_primary_CaT_DP_disagrees,0.001,0.591,SP_Ace,FALSE,FALSE,secondary
