fiberid,radeg,decdeg,source_id,bdbs_id,n6569_oid,photometry_ok,gaia_ok,phot_g_mean_mag,i0,g0,r0,pmra,pmra_error,pmdec,pmdec_error,parallax,parallax_error,RV_adopted,e_RV_adopted,SNR_CaT,rv_quality,rv_member_window_NGC6569,CaT1,CaT2,CaT3,SumEW23,Teff_adopted,e_Teff_adopted,logg_adopted,e_logg_adopted,FeH_adopted,e_FeH_adopted,FeH_source,FeHDP_avg_W2W3,FeHDP_stddev_W2W3,FeH_avg_SP,FeH_stddex_SP,aFe_adopted,e_aFe_adopted,aFe_source,SED_status,SED_ok,SED_n_bands_used,SED_red_chi2,SED_agreement,chem_window_adopted,high_alpha_window,table_use_flag
334,273.690,-31.432,4048931537565141888,153803242,857984,True,True,15.911,14.8040,16.2330,19.1290,-3.439,0.059,-6.630,0.040,-0.013,0.057,16.019,3.277,22.300,good,False,1.156,2.707,1.916,4.623,4791.5,111.3,3.144,0.332,-0.69,0.134,SP_Ace_primary_CaT_DP_disagrees,-1.152,0.027,-0.69,0.134,0.257,0.212,SP_Ace,modeled,False,4.0,14.262,check,True,True,secondary
337,273.654,-31.541,4048906386236424704,153671655,845510,True,True,15.749,14.7920,15.7290,15.0070,-4.672,0.067,-6.197,0.052,0.117,0.075,-77.732,3.926,15.500,usable,False,1.563,3.104,2.607,5.711,4566.0,100.0,2.92,0.359,-0.526,0.094,SP_Ace+CaT_DP_consensus,-0.66,0.078,-0.44,0.08,0.194,0.249,SP_Ace,modeled,True,5.0,0.182,check,True,False,secondary
338,273.541,-31.649,4048904049775487360,153258450,801519,True,True,16.673,15.3930,16.3400,15.5800,-3.633,0.071,-8.224,0.052,0.056,0.069,126.504,3.651,17.100,usable,False,1.248,2.879,2.764,5.643,4495.5,119.0,2.545,0.414,-0.69,0.094,SP_Ace+CaT_DP_consensus,-0.535,0.003,-0.79,0.107,0.187,0.292,SP_Ace,modeled,True,6.0,0.552,consistent,True,False,secondary
341,273.727,-31.492,4048930197535234816,153933276,870013,True,True,16.351,15.2690,16.7520,19.9810,-3.883,0.076,-5.995,0.057,0.028,0.089,-141.118,3.637,15.500,usable,False,0.858,2.414,2.930,5.343,5658.5,402.5,3.089,1.148,-0.427,0.377,SP_Ace_primary_CaT_DP_disagrees,-0.851,0.103,-0.427,0.377,0.308,0.718,SP_Ace,modeled,False,4.0,424.795,check,False,False,secondary
345,273.558,-31.718,4048891508467880448,153321478,808474,True,True,16.411,14.9640,16.2240,15.3400,-3.940,0.062,-7.292,0.045,-0.045,0.066,-50.018,3.239,17.900,usable,True,1.003,2.752,2.047,4.798,4741.5,174.8,2.043,0.648,-1.019,0.126,SP_Ace+CaT_DP_consensus,-0.975,0.066,-1.127,0.233,0.202,0.658,SP_Ace,modeled,True,6.0,0.055,check,True,True,secondary
346,273.825,-31.484,4048919786536166784,154277246,896316,True,True,16.123,15.3090,16.2310,15.5720,-3.816,0.059,-6.480,0.044,0.087,0.067,124.634,4.176,16.400,usable,False,1.859,2.787,2.413,5.200,5003.5,210.3,2.915,1.236,-0.698,0.13,SP_Ace+CaT_DP_consensus,-0.702,0.153,-0.69,0.242,0.031,0.402,SP_Ace,modeled,True,5.0,0.136,check,False,False,secondary
347,273.620,-31.618,4048905531646843648,153551273,833416,True,True,16.766,15.6580,16.6450,15.9380,-3.751,0.083,-7.267,0.062,0.098,0.093,-10.946,3.578,16.900,usable,False,1.053,2.570,1.961,4.531,5506.5,310.3,2.968,0.806,-0.464,0.406,SP_Ace_primary_CaT_DP_disagrees,-0.966,0.053,-0.464,0.406,0.127,0.581,SP_Ace,modeled,True,5.0,0.628,check,False,False,secondary
353,273.520,-31.729,4048903195089091968,153179720,792399,True,True,17.086,15.7820,16.8040,16.0730,-3.825,0.330,-7.896,0.224,0.240,0.125,98.988,3.912,19.600,usable,False,1.279,3.988,2.376,6.363,5006.0,336.6,3.638,1.047,-1.275,0.212,SP_Ace_primary_CaT_DP_disagrees,-0.192,0.005,-1.275,0.212,-0.016,0.259,SP_Ace,modeled,True,6.0,0.311,check,False,False,secondary
356,273.693,-31.531,4048929682139063296,153813739,858969,True,True,16.179,15.2980,16.2030,15.5020,-4.262,0.063,-6.267,0.052,0.330,0.086,102.722,3.962,15.700,usable,False,1.129,2.733,2.317,5.050,5208.5,303.9,2.897,0.863,-0.857,0.141,SP_Ace+CaT_DP_consensus,-0.879,0.034,-0.69,0.411,0.145,0.621,SP_Ace,modeled,True,5.0,0.218,check,True,False,secondary
359,273.610,-31.637,4048905389803799936,153513439,829507,True,True,15.549,14.4500,15.6200,14.7860,-3.665,0.047,-6.597,0.034,0.049,0.046,83.005,3.416,21.300,good,False,1.363,2.805,2.273,5.078,4516.5,142.1,2.361,0.376,-1.038,0.094,SP_Ace+CaT_DP_consensus,-0.988,0.026,-1.07,0.085,0.214,0.219,SP_Ace,modeled,True,6.0,0.487,check,True,True,secondary
360,273.568,-31.755,4048891134913428352,153357899,812180,True,True,16.830,15.3530,16.3300,15.6760,-4.346,0.078,-6.452,0.062,0.118,0.073,110.752,3.224,18.300,usable,False,0.721,2.124,1.782,3.906,5766.0,299.0,3.886,1.153,-0.835,0.34,SP_Ace_primary_CaT_DP_disagrees,-1.253,0.138,-0.835,0.34,0.185,0.22,SP_Ace,modeled,True,5.0,1.987,check,True,False,secondary
362,273.801,-31.578,4048917213960180224,154193977,890467,True,True,15.711,14.6620,15.7320,14.9500,-5.089,0.052,-6.348,0.040,-0.004,0.052,-98.755,3.436,18.200,usable,False,1.359,2.982,2.340,5.322,4449.0,100.0,2.616,0.402,-0.846,0.094,SP_Ace+CaT_DP_consensus,-0.859,0.025,-0.837,0.115,0.178,0.259,SP_Ace,modeled,True,6.0,0.128,consistent,True,False,secondary
364,273.844,-31.600,4048914014098192000,154339271,900727,True,True,16.100,15.2200,16.1590,15.4450,-4.248,0.059,-6.011,0.043,0.162,0.059,-126.009,4.835,15.900,usable,False,1.311,2.902,2.483,5.385,4810.5,209.5,3.676,0.366,-0.585,0.105,SP_Ace+CaT_DP_consensus,-0.743,0.013,-0.436,0.146,0.221,0.29,SP_Ace,modeled,True,5.0,0.295,check,True,True,secondary
365,273.492,-31.727,4048897383986052224,153076241,780679,True,True,16.083,14.7860,15.8110,15.1200,-5.009,0.054,-7.130,0.040,0.031,0.050,-92.334,3.218,17.400,usable,False,1.330,3.009,2.370,5.379,4951.5,130.1,1.933,0.455,-0.796,0.103,SP_Ace+CaT_DP_consensus,-0.767,0.018,-0.823,0.143,0.3,0.279,SP_Ace,modeled,True,6.0,0.441,check,True,True,secondary
366,273.897,-31.583,4048915358534088704,154520227,912464,True,True,16.096,15.3290,16.2800,15.5740,-5.087,0.082,-7.056,0.059,-0.158,0.077,45.286,3.308,19.400,usable,False,1.237,2.517,2.119,4.637,4896.5,161.1,2.599,0.601,-0.916,0.094,SP_Ace+CaT_DP_consensus,-1.028,0.006,-0.844,0.102,0.456,0.246,SP_Ace,modeled,True,6.0,0.486,check,True,True,secondary
367,273.663,-31.736,4048890752555112576,153703774,848611,True,True,16.626,15.1740,16.3340,15.5650,-3.345,0.096,-5.919,0.070,0.025,0.084,68.657,3.707,17.200,usable,False,1.246,2.678,2.403,5.081,5061.5,317.9,2.678,0.612,-0.753,0.135,SP_Ace+CaT_DP_consensus,-0.781,0.004,-0.628,0.314,0.055,0.384,SP_Ace,modeled,True,5.0,0.294,check,False,False,secondary
369,273.669,-31.705,4048892474943131648,153727365,850847,True,True,16.842,15.5390,16.4600,15.8180,-3.370,0.083,-6.655,0.062,0.108,0.077,15.559,5.003,16.400,usable,False,1.256,2.624,2.645,5.269,5336.0,100.0,2.96,0.2,-0.606,0.094,SP_Ace+CaT_DP_consensus,-0.647,0.001,-0.58,0.0,0.0,0.1,SP_Ace,modeled,True,5.0,0.141,check,False,False,secondary
370,273.820,-31.619,4048913606187521024,154259488,895065,True,True,15.337,14.3620,15.4730,14.6650,-4.919,0.041,-8.089,0.032,0.112,0.039,40.886,3.249,20.400,good,False,1.471,3.028,2.449,5.477,4791.5,219.7,1.32,0.951,-0.865,0.134,SP_Ace+CaT_DP_consensus,-0.862,0.054,-0.878,0.297,0.308,0.607,SP_Ace,modeled,True,6.0,0.254,consistent,True,True,secondary
371,273.509,-31.753,4048885564236057472,153140206,787841,True,True,15.193,13.8170,15.1300,14.2280,-4.992,0.035,-7.356,0.026,0.090,0.035,52.026,3.914,22.300,good,False,1.516,2.773,2.556,5.329,4155.0,100.4,2.32,0.365,-0.907,0.094,SP_Ace+CaT_DP_consensus,-0.965,0.066,-0.87,0.053,0.261,0.158,SP_Ace,modeled,True,6.0,0.061,consistent,True,True,primary
372,273.631,-31.730,4048890924353811584,153589205,837411,True,True,15.893,14.5150,15.4220,14.8030,-4.338,0.050,-7.070,0.038,0.127,0.048,116.175,3.516,20.100,good,False,0.997,2.359,2.090,4.449,5491.5,167.0,4.981,0.597,-0.6,0.12,SP_Ace_primary_CaT_DP_disagrees,-1.208,0.067,-0.6,0.0,-0.222,0.134,SP_Ace,failed,False,,,no_SED,False,False,primary
373,273.819,-31.669,4048913155104608384,154255786,894796,True,True,16.306,15.2630,16.1680,15.4990,-3.945,0.070,-8.047,0.051,0.175,0.063,144.997,3.682,15.400,usable,False,1.262,2.843,2.399,5.242,4861.0,236.6,3.164,0.49,-0.686,0.115,SP_Ace+CaT_DP_consensus,-0.76,0.001,-0.579,0.18,0.273,0.353,SP_Ace,modeled,True,6.0,0.175,check,True,True,secondary
375,273.897,-31.660,4048912811507236352,154519894,912441,True,True,15.785,14.9140,15.9980,15.1990,-3.485,0.055,-7.334,0.039,0.068,0.050,10.387,3.389,16.000,usable,False,1.632,3.261,2.683,5.944,4396.0,196.0,2.413,0.554,-0.625,0.094,SP_Ace+CaT_DP_consensus,-0.556,0.095,-0.67,0.092,0.144,0.249,SP_Ace,modeled,True,6.0,0.143,check,True,False,secondary
376,273.759,-31.645,4048892990339159936,154043499,878645,True,True,15.367,14.1730,15.3030,14.4520,-3.352,0.040,-5.886,0.033,0.137,0.049,-50.691,3.391,17.500,usable,True,1.519,3.246,2.651,5.897,4360.0,100.0,2.531,0.375,-0.673,0.094,SP_Ace+CaT_DP_consensus,-0.702,0.066,-0.655,0.083,0.253,0.225,SP_Ace,modeled,True,5.0,0.158,check,True,True,secondary
377,273.766,-31.718,4048889520005403008,154070068,880843,True,True,15.434,14.0760,15.5550,14.5650,-4.288,0.043,-5.946,0.031,0.163,0.039,-107.932,3.535,18.400,usable,False,1.391,3.095,2.587,5.682,4196.0,100.0,2.006,0.36,-0.844,0.094,SP_Ace+CaT_DP_consensus,-0.811,0.034,-0.865,0.067,0.207,0.236,SP_Ace,modeled,True,5.0,1.122,check,True,True,secondary
382,273.743,-31.734,4048889107688551552,153989799,874499,True,True,16.511,15.1610,16.3120,15.5300,-4.477,0.067,-8.010,0.049,0.158,0.058,152.012,3.595,15.500,usable,False,1.126,3.034,2.403,5.438,4865.5,147.1,3.032,0.557,-0.537,0.098,SP_Ace+CaT_DP_consensus,-0.701,0.034,-0.415,0.13,0.005,0.283,SP_Ace,modeled,True,5.0,0.147,check,False,False,secondary
383,273.738,-31.753,4048889004609303936,153972214,873236,True,True,16.954,15.6760,16.5840,15.9260,-4.393,0.087,-7.477,0.062,0.227,0.074,128.413,3.404,15.200,usable,False,0.703,2.314,2.569,4.883,6050.0,424.0,3.899,1.056,-0.831,0.138,SP_Ace+CaT_DP_consensus,-0.859,0.143,-0.676,0.358,0.294,0.507,SP_Ace,modeled,False,5.0,6.371,check,True,True,secondary
386,273.535,-31.774,4048885293756518528,153236009,798931,True,True,16.878,15.5340,16.5360,15.8340,-4.095,0.076,-7.366,0.057,-0.027,0.070,-50.760,3.895,15.600,usable,True,1.088,2.834,1.642,4.476,5417.0,356.9,2.85,0.824,-0.954,0.143,SP_Ace+CaT_DP_consensus,-0.963,0.044,-0.865,0.485,0.073,0.698,SP_Ace,modeled,True,5.0,0.278,check,False,False,RV_CaT_only
388,273.977,-31.741,4045908945764712192,154779602,924372,True,True,15.145,14.2380,15.5000,14.5780,-3.761,0.040,-6.546,0.034,0.064,0.054,15.409,3.564,18.700,usable,False,2.073,3.574,2.788,6.362,4261.0,164.7,2.036,1.364,-0.54,0.171,SP_Ace+CaT_DP_consensus,-0.478,0.208,-0.668,0.3,0.145,0.258,SP_Ace,modeled,True,5.0,0.606,consistent,True,False,secondary
393,273.893,-31.811,4045884859558180992,149061198,560354,True,True,15.823,14.5980,15.7980,14.9650,-3.433,0.050,-6.658,0.036,0.116,0.051,-110.504,3.490,18.300,usable,False,1.298,2.944,2.383,5.326,4946.0,326.1,2.856,0.456,-0.793,0.125,SP_Ace+CaT_DP_consensus,-0.852,0.01,-0.657,0.226,0.301,0.305,SP_Ace,modeled,True,5.0,0.53,check,True,True,secondary
394,273.924,-31.774,4045908464698555264,154608168,917468,True,True,15.764,14.6110,15.7790,14.9500,-5.012,0.051,-8.294,0.039,0.137,0.055,-57.079,3.382,17.500,usable,True,1.491,3.055,2.485,5.540,4795.0,103.0,3.163,0.341,-0.626,0.094,SP_Ace+CaT_DP_consensus,-0.753,0.059,-0.545,0.103,0.129,0.265,SP_Ace,modeled,True,5.0,0.577,check,True,False,secondary
