time_from_present_myr,ra_deg,dec_deg,distance_kpc,galactocentric_radius_kpc,pm_ra_cosdec_masyr,pm_dec_masyr,radial_velocity_kms
-993.2892500421365,273.39080634321294,-23.501153706143132,10.603412248194342,2.82098388440839,-1.0591253779847984,-6.949802326299675,36.1988586908877
-992.9974783048381,273.4820542949565,-23.714646378667045,10.627408178390315,2.8367670284509363,-1.104286359555191,-6.950019031156405,33.663550045228746
-992.7057065675397,273.56866649881084,-23.92852890694581,10.650451572957044,2.8519644913145625,-1.1498787679878004,-6.949658435972209,31.133487925131046
-992.4139348302411,273.6506299207528,-24.142732004894416,10.672540844377828,2.8665607725761686,-1.1958773614613758,-6.948769715876713,28.608705840418374
-992.1221630929427,273.72793321542883,-24.357190829333618,10.693674515656738,2.8805410765762276,-1.2422515164536778,-6.947404260571595,26.08931502804203
-991.8303913556443,273.8005675101851,-24.57184523600297,10.713851241354279,2.89389136995679,-1.2889646715024559,-6.945616010318797,23.575461100231305
-991.5386196183459,273.86852653340446,-24.78663989867543,10.733069810263116,2.9065983977456478,-1.3359836241859693,-6.943458920564221,21.067314350901952
-991.2468478810475,273.9318060581431,-25.001524010261356,10.751329142731976,2.9186496751332203,-1.383284494576951,-6.940981030208724,18.565041797186357
-990.955076143749,273.99040257472006,-25.21645064678013,10.768628280624105,2.9300334385228513,-1.430864046661295,-6.938220196644793,16.068746172917578
-990.6633044064506,274.04431170547105,-25.43137579445359,10.784966354451663,2.940738564237198,-1.4787319006713204,-6.93520369695376,13.57843288418492
-990.3715326691522,274.0935277669662,-25.646257993939688,10.800342563455994,2.950754530862931,-1.5268945895525732,-6.931960337474448,11.094107250936482
-990.0797609318538,274.1380441751912,-25.86105840777361,10.81475616843647,2.9600714247974307,-1.575357346955129,-6.9285185645440395,8.615753440917203
-989.7879891945554,274.177853426124,-26.075740794109134,10.828206489758681,2.9686799332574396,-1.624125208865971,-6.924905937020893,6.143333391907836
-989.4962174572569,274.2129470149342,-26.290271286497685,10.84069288599946,2.9765713226301704,-1.673206845629113,-6.921147015515958,3.676786196192412
-989.2044457199585,274.2433151542282,-26.504618134447067,10.852214748634111,2.9837374211431165,-1.7226136798794807,-6.917262847557008,1.215998853889163
-988.9126739826601,274.2689463691046,-26.718751370038305,10.862771478345676,2.990170578251552,-1.7723627702856353,-6.913270452589395,-1.2391874666155722
-988.6209022453617,274.28982708791415,-26.93264249095244,10.872362458505396,2.9958636191372334,-1.822475762636641,-6.9091829562799045,-3.6890388416698063
-988.3291305080631,274.30594127845274,-27.146264127380586,10.880987042948846,3.0008098142090525,-1.8729774575567275,-6.9050097899838265,-6.133804002087701
-988.0373587707647,274.31727014382005,-27.359589767429892,10.888644544240835,3.0050028502986073,-1.923896686433942,-6.9007579414643,-8.573777555556651
-987.7455870334663,274.32379197320273,-27.57259358255824,10.895334220345651,3.008436807168909,-1.9752607177659929,-6.896433013385773,-11.009293981110508
-987.4538152961679,274.32548224855935,-27.78525036664486,10.901055264453184,3.0111061505336383,-2.0270986530882364,-6.8920390600131265,-13.440703951820856
-987.1620435588695,274.3223134366388,-27.997535336951334,10.905806803704177,3.0130057198177713,-2.07944019681011,-6.887578556372369,-15.868336110940064
-986.870271821571,274.3142550304667,-28.20942397230823,10.909587881278677,3.0141307142733442,-2.1323158291950137,-6.8830512737445835,-18.292620036911636
-986.5785000842726,274.3012733439614,-28.42089186527546,10.912397449884185,3.0144766773812353,-2.1857585968144715,-6.878456106528273,-20.713957873851605
-986.2867283469742,274.2833312970257,-28.631914520045076,10.91423435967976,3.0140394772530943,-2.239803779467148,-6.87378857007772,-23.132805933488903
-985.9949566096758,274.2603883653385,-28.84246712860614,10.915097349199929,3.0128152998368622,-2.2944868658556437,-6.869041350991046,-25.54962323124827
